Fundo,CNPJ,Data,Tipo,Documento,Espécie,Arquivo,ID CVM
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,12/2021,outro,Informe Trimestral,,,269524
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2021,outro,Relatório de Agência de Rating,,,269349
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2021,outro,Demonstrações Financeiras,,,474003
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/2022,outro,Informe Trimestral,,,304753
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/03/2022,outro,Relatório de Agência de Rating,,,304722
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,06/2022,outro,Informe Trimestral,,,339514
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,06/2022,outro,Informe Trimestral,,,345265
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,29/06/2022 10:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/325863_assembleia_assembleia_325863_2022-06-29.pdf,325863
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,29/06/2022,regulamento,Regulamento,,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,325865
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/06/2022,outro,Relatório de Agência de Rating,,,339360
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,09/2022,outro,Informe Trimestral,,,377130
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/09/2022,regulamento,Regulamento,,data/raw/33254370000104/376737_regulamento_regulamento_376737_2022-09-30.pdf,376737
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/09/2022,outro,Relatório de Agência de Rating,,,385084
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,14/10/2022 17:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/365260_assembleia_assembleia_365260_2022-10-14.pdf,365260
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,14/10/2022,regulamento,Regulamento,,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,365262
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,12/2022,outro,Informe Trimestral,,,418639
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/12/2022,outro,Relatório de Agência de Rating,,,417767
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/12/2022,outro,Relatório de Agência de Rating,,,418417
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2022,outro,Demonstrações Financeiras,,,513758
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/2023,outro,Informe Trimestral,,,461146
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,16/03/2023 09:00,assembleia,AGO/E,Ata da Assembleia,data/raw/33254370000104/433414_assembleia_assembleia_433414_2023-03-16.pdf,433414
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/03/2023,outro,Relatório de Agência de Rating,,,463085
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,17/04/2023 09:00,assembleia,AGO/E,Ata da Assembleia,data/raw/33254370000104/447603_assembleia_assembleia_447603_2023-04-17.pdf,447603
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,26/04/2023 16:00,assembleia,AGO/E,Ata da Assembleia,data/raw/33254370000104/451292_assembleia_assembleia_451292_2023-04-26.pdf,451292
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,26/04/2023,regulamento,Regulamento,,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,451354
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,27/04/2023,evento,Fato Relevante,,data/raw/33254370000104/451294_evento_evento_451294_2023-04-27.pdf,451294
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,06/2023,outro,Informe Trimestral,,,504960
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/06/2023,outro,Relatório de Agência de Rating,,,500533
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/08/2023,regulamento,Regulamento,,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,519058
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/08/2023 09:00,assembleia,AGO/E,Ata da Assembleia,data/raw/33254370000104/519065_assembleia_assembleia_519065_2023-08-30.pdf,519065
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,09/2023,outro,Informe Trimestral,,,551214
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/09/2023,outro,Relatório de Agência de Rating,,,551256
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,12/2023,outro,Informe Trimestral,,,600598
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,29/12/2023,outro,Relatório de Agência de Rating,,,593008
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2023,outro,Demonstrações Financeiras,,,659253
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/2024,outro,Informe Trimestral,,,659634
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,29/03/2024,outro,Relatório de Agência de Rating,,,665659
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,06/2024,outro,Informe Trimestral,,,717732
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,09/2024,outro,Informe Trimestral,,,782014
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/09/2024 19:00,assembleia,AGE,"Protocolo e Justificativa de Cisão, Fusão ou Incorporação",data/raw/33254370000104/731592_assembleia_assembleia_731592_2024-09-03.pdf,731592
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/09/2024 11:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,749010
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,13/09/2024,outro,"Demonstrações Financeiras - Fusão, cisão e incorporação",,,918974
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/09/2024,outro,Relatório de Agência de Rating,,,781991
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,21/11/2024,regulamento,Regulamento,,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,787126
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,21/11/2024 09:00,assembleia,AGO/E,Ata da Assembleia,data/raw/33254370000104/787141_assembleia_assembleia_787141_2024-11-21.pdf,787141
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,12/2024,outro,Informe Trimestral,,,840978
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2024,outro,Demonstrações Financeiras,,,974276
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/2025,outro,Informe Trimestral,,,902570
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/04/2025 13:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/914383_assembleia_assembleia_914383_2025-04-30.pdf,914383
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,30/04/2025,regulamento,Regulamento,,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,914386
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,06/2025,outro,Informe Trimestral,,,974400
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,09/2025,outro,Informe Trimestral,,,1021105
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,12/2025,outro,Informe Trimestral,,,1099511
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,31/12/2025,outro,Demonstrações Financeiras,,,1156149
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,19/02/2026 09:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/1118465_assembleia_assembleia_1118465_2026-02-19.pdf,1118465
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,19/02/2026,regulamento,Regulamento,,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf,1118467
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,24/02/2026 09:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/1121051_assembleia_assembleia_1121051_2026-02-24.pdf,1121051
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/03/2026 13:00,assembleia,AGE,Ata da Assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,1128337
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,03/03/2026,regulamento,Regulamento,,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,1128340
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,12/2020,outro,Informe Trimestral,,,148087
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,31/12/2020,outro,Demonstrações Financeiras,,,157550
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/2021,outro,Informe Trimestral,,,175684
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,13/05/2021 09:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/174730_assembleia_assembleia_174730_2021-05-13.pdf,174730
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,13/05/2021,regulamento,Regulamento,,data/raw/34408539000104/174749_regulamento_regulamento_174749_2021-05-13.pdf,174749
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,06/2021,outro,Informe Trimestral,,,204990
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,02/06/2021 17:00,assembleia,AGO/E,Ata da Assembleia,data/raw/34408539000104/181768_assembleia_assembleia_181768_2021-06-02.pdf,181768
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,02/06/2021,regulamento,Regulamento,,data/raw/34408539000104/181770_regulamento_regulamento_181770_2021-06-02.pdf,181770
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,11/2021,outro,Informe Trimestral,,,236145
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,12/2021,outro,Informe Trimestral,,,267390
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,31/12/2021,outro,Demonstrações Financeiras,,,280739
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/2022,outro,Informe Trimestral,,,305782
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,06/2022,outro,Informe Trimestral,,,339784
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/06/2022 11:00,assembleia,AGO,Ata da Assembleia,data/raw/34408539000104/311826_assembleia_assembleia_311826_2022-06-03.pdf,311826
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/06/2022 11:00,assembleia,AGO,Ata da Assembleia,data/raw/34408539000104/318075_assembleia_assembleia_318075_2022-06-03.pdf,318075
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,09/2022,outro,Informe Trimestral,,,376165
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,12/2022,outro,Informe Trimestral,,,415655
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,31/12/2022,outro,Demonstrações Financeiras,,,429024
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,14/02/2023 18:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/417669_assembleia_assembleia_417669_2023-02-14.pdf,417669
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,14/02/2023,regulamento,Regulamento,,data/raw/34408539000104/417671_regulamento_regulamento_417671_2023-02-14.pdf,417671
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,24/02/2023 19:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/422111_assembleia_assembleia_422111_2023-02-24.pdf,422111
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,28/02/2023 10:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/424680_assembleia_assembleia_424680_2023-02-28.pdf,424680
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,28/02/2023,regulamento,Regulamento,,data/raw/34408539000104/424681_regulamento_regulamento_424681_2023-02-28.pdf,424681
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,01/03/2023 20:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/424682_assembleia_assembleia_424682_2023-03-01.pdf,424682
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,01/03/2023,regulamento,Regulamento,,data/raw/34408539000104/424683_regulamento_regulamento_424683_2023-03-01.pdf,424683
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/2023,outro,Informe Trimestral,,,464591
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/03/2023 16:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/425835_assembleia_assembleia_425835_2023-03-03.pdf,425835
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/03/2023 16:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/520647_assembleia_assembleia_520647_2023-03-03.pdf,520647
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,17/03/2023 16:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/431915_assembleia_assembleia_431915_2023-03-17.pdf,431915
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,18/04/2023 15:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/448016_assembleia_assembleia_448016_2023-04-18.pdf,448016
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,18/04/2023 10:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/448018_assembleia_assembleia_448018_2023-04-18.pdf,448018
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,18/04/2023,regulamento,Regulamento,,data/raw/34408539000104/448021_regulamento_regulamento_448021_2023-04-18.pdf,448021
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,06/2023,outro,Informe Trimestral,,,507133
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,28/07/2023 17:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/508202_assembleia_assembleia_508202_2023-07-28.pdf,508202
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,28/07/2023,regulamento,Regulamento,,data/raw/34408539000104/508204_regulamento_regulamento_508204_2023-07-28.pdf,508204
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,17/08/2023 11:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/518883_assembleia_assembleia_518883_2023-08-17.pdf,518883
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,17/08/2023,regulamento,Regulamento,,data/raw/34408539000104/518890_regulamento_regulamento_518890_2023-08-17.pdf,518890
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,09/2023,outro,Informe Trimestral,,,552442
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,09/2023,outro,Informe Trimestral,,,553686
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,21/09/2023 09:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/526619_assembleia_assembleia_526619_2023-09-21.pdf,526619
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,21/09/2023,regulamento,Regulamento,,data/raw/34408539000104/526635_regulamento_regulamento_526635_2023-09-21.pdf,526635
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,29/09/2023 09:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/530806_assembleia_assembleia_530806_2023-09-29.pdf,530806
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/10/2023 09:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/537806_assembleia_assembleia_537806_2023-10-03.pdf,537806
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/10/2023,regulamento,Regulamento,,data/raw/34408539000104/537810_regulamento_regulamento_537810_2023-10-03.pdf,537810
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,12/2023,outro,Informe Trimestral,,,603059
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,31/12/2023,outro,Demonstrações Financeiras,,,625739
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/2024,outro,Informe Trimestral,,,663017
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,06/2024,outro,Informe Trimestral,,,719210
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,09/2024,outro,Informe Trimestral,,,783436
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/10/2024 10:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/751179_assembleia_assembleia_751179_2024-10-03.pdf,751179
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,03/10/2024,regulamento,Regulamento,,data/raw/34408539000104/751184_regulamento_regulamento_751184_2024-10-03.pdf,751184
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,29/11/2024 10:00,assembleia,AGE,Ata da Assembleia,data/raw/34408539000104/792774_assembleia_assembleia_792774_2024-11-29.pdf,792774
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,29/11/2024,regulamento,Regulamento,,data/raw/34408539000104/792777_regulamento_regulamento_792777_2024-11-29.pdf,792777
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,12/2024,outro,Informe Trimestral,,,841326
